Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
29305-70457,TE,Cole,Cole Wick,Wick,0,1,4000,SF@ARI,SF,ARI,,,
29305-70458,TE,Jason,Jason Vander Laan,Vander Laan,0,0,4000,BAL@CAR,CAR,BAL,,,
29305-70489,TE,Ben,Ben Braunecker,Braunecker,0,1,4000,NYJ@CHI,CHI,NYJ,,,
29305-39814,TE,Jordan,Jordan Leggett,Leggett,2.575000048,4,4000,NYJ@CHI,NYJ,CHI,,,
29305-19342,TE,Demetrius,Demetrius Harris,Harris,5.974999905,4,4000,DEN@KC,KC,DEN,,,
29305-43993,TE,Andrew,Andrew Vollert,Vollert,0,0,4000,SF@ARI,ARI,SF,,,
29305-57325,TE,Jordan,Jordan Franks,Franks,0,0,4000,TB@CIN,CIN,TB,,,
29305-12536,D,Kansas City,Kansas City Chiefs,Chiefs,7.571428571,7,3900,DEN@KC,KC,DEN,,,
29305-12549,D,San Francisco,San Francisco 49ers,49ers,2.285714286,7,3900,SF@ARI,SF,ARI,,,
29305-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,8.833333333,6,3800,CLE@PIT,PIT,CLE,,,
29305-12528,D,Cincinnati,Cincinnati Bengals,Bengals,6.428571429,7,3700,TB@CIN,CIN,TB,,,
29305-12532,D,Detroit,Detroit Lions,Lions,6.333333333,6,3700,SEA@DET,DET,SEA,,,
29305-12555,D,Baltimore,Baltimore Ravens,Ravens,9,7,3700,BAL@CAR,BAL,CAR,,,
29305-12543,D,New York,New York Giants,Giants,3.142857143,7,3400,WAS@NYG,NYG,WAS,,,
29305-12544,D,New York,New York Jets,Jets,9,7,3400,NYJ@CHI,NYJ,CHI,,,
29305-12546,D,Arizona,Arizona Cardinals,Cardinals,8.142857143,7,3400,SF@ARI,ARI,SF,,,
29305-12533,D,Green Bay,Green Bay Packers,Packers,8.5,6,3300,GB@LAR,GB,LAR,,,
29305-12537,D,Oakland,Oakland Raiders,Raiders,3.5,6,3300,IND@OAK,OAK,IND,,,
29305-12531,D,Denver,Denver Broncos,Broncos,9.428571429,7,3200,DEN@KC,DEN,KC,,,
29305-12529,D,Cleveland,Cleveland Browns,Browns,8.571428571,7,3100,CLE@PIT,CLE,PIT,,,
29305-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,3.833333333,6,3000,TB@CIN,TB,CIN,,,
